user_id,access_hash,username,first_name,last_name,entity_id,entity_title,is_bot,is_admin,role,participation_type,extraction_date
7683375928,-3432085153921435391,DigicoinGlobal98,Digicoin Global,,1526686479,Flockerz | Chat,False,True,admin,active,2025-05-15 00:48:20
5434266369,4770070503090439928,,Safeguard,,1526686479,Flockerz | Chat,True,True,admin,active,2025-05-15 00:48:20
2130276229,1954523102310423753,helpoutmate,Safeguard,,1526686479,Flockerz | Chat,False,True,admin,active,2025-05-15 00:48:20
6577965710,-6670583666666526427,,Rose,,1526686479,Flockerz | Chat,False,True,admin,active,2025-05-15 00:48:20
162726413,-8617804192361855589,GroupHelpBot,Group Help,,1526686479,Flockerz | Chat,True,True,admin,active,2025-05-15 00:48:20
1142750381,1136052726009177912,MentionBot,Mention Bot,,1526686479,Flockerz | Chat,True,True,admin,active,2025-05-15 00:48:20
5583960208,-5933827265041118031,Instant0099,Safeguard,,1526686479,Flockerz | Chat,False,True,admin,active,2025-05-15 00:48:20
6373096345,-140166622052670504,TheJBZ01,J B ( Do not DM),,1526686479,Flockerz | Chat,False,True,admin,active,2025-05-15 00:48:20
734284134,5608329571086036991,deljoinbot,Auto Delete Join Message,,1526686479,Flockerz | Chat,True,True,admin,active,2025-05-15 00:48:20
609517172,-593714696917535092,MissRose_bot,Rose,,1526686479,Flockerz | Chat,True,True,admin,active,2025-05-15 00:48:20
5105398058,-1750236014116980939,,,,1680693006,🏆𝐅𝐎𝐑𝐄𝐗 𝐓𝐑𝐀𝐃𝐈𝐍𝐆 𝐌𝐀𝐒𝐓𝐄𝐑🏆,False,True,admin,active,2025-05-15 00:54:46
1764237110,-8268625658453918939,,,,1680693006,🏆𝐅𝐎𝐑𝐄𝐗 𝐓𝐑𝐀𝐃𝐈𝐍𝐆 𝐌𝐀𝐒𝐓𝐄𝐑🏆,False,True,admin,active,2025-05-15 00:54:46
7097133726,5949331647976556037,birdcapri,Bird,Bill,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7488327057,-4168742377763689127,Based_ShibaInu_airdrop_bot,Based ShibaInu News,,2164413689,Based ShibaInu News,True,True,admin,active,2025-05-15 01:06:48
7676148650,2146664212240343492,,Tastan76,DevilD,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7770339324,-5012019248130844795,,Mary,Schoeneck,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6494300036,-4183436166372962968,KhamuThea,Nys,Whan,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6849372290,-4951201085647536559,Centrocz82,Cantero cz,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1321803483,818087085614713979,dayzerencrypto,Clark,Invest,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7046652617,1251115110560972353,dreadlockchris,Chris,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1022185843,-2183734009324605742,Ifekk,DeFi Blazerr,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1744365503,-6914116128875131675,DennisEVC,Dennis |DigiFinex,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1764727125,-6671989996716824923,Crypto_Sketch,CryptoSketch.ETC,(The Golden Professor),2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
5318448412,-3248748228529000081,malic247,malicccie,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6485440229,194629508590814872,QQ10202060,黄建军🦴,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6717329726,-5901667573092631054,Ali_babami,Ali Ba,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1541311418,-6022608421277303339,mattthewhaleeth,Matt,The whale,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
521816797,8879269484281502162,hamil25,Hamil,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1343697614,5057624352663870099,PeteD7,PeteD7,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6720733427,-1243739206559466969,sunnypaws1,sunny 🍅🐾,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
5124347925,-3245105291432675218,boquetbqt,BoBoquet,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1678304243,5832472013527570978,kairack,K,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
5083670241,-7232712747934178330,Gloria3210,Gloria,| MARKETER | CRYPTO WOLF,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6027938615,6346471073199929987,Justonerandomguy,Random Guy,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1528217325,7766156726982655152,Stan_Stone71,Stan,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6539524520,2292553350848002489,Kaspa20241,Kaspa Miner1,Miner2024,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1918714406,6671616549453175536,TysonZee,Tyson,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7373812357,1045920409772627804,GasendyGS5,G,GS5,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7084683861,7981234980048575005,blancaceed6494,Blanca Ceed . . .🐾,....,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6912043223,-346960014131718247,cox9191,Coxx,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
651005858,-656064532450400879,Herbiola,Golden son🐾,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7193220029,2255689363999817867,HL635788,笙,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6778232859,-7580824136834732186,santosaki,Santos,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
52413241,7212831259318027893,SamBrook,SS,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1476999921,6021110488155237165,NoNamelfg,NoName,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7144135161,8610143357837509929,booseyblue,Green P,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
5768457949,3015296106980187517,ycnxlunaa,luna,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6604553602,3930222662809694748,Izyr1,Izy,#wenkolo,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
5721401078,5259230436632933184,Cryptic_starr,Cryptic_starr,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6791081389,5273341141246126759,blowb3rry,blowberry,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6849439669,6705250620058827298,koala_xz,Koala,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
5532419460,-2965150155311892358,Nike_cccc,Nike,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6035946387,-7548220430756445117,li19880805,财神爷,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1933476188,-3550063103290885872,lexijeonswinner,Lexi🍅,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6393167331,-5344675907741358266,hurest0838,Hurest,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
5080906934,-3275585806145851767,QuinbezCFI,Thegyy 🍅,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7121465657,549820307101890786,cristy7_v,Cristy 🦴,🐾!,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7130402811,5239104043529592490,marcelo_100x,Marcelo goes,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1422896387,3600419579730572948,realmichaelantonio,MICHAELANTONIO,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1832117274,-3175984872505077371,obopat10,Patrick,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1930025557,6649175817315936704,infnxx,infnxx,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
7105637581,4576486449944467090,xsakura16,xsakura 💕,🐾,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
5737070476,-8893854709054630940,elainexoxo,elaine,,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
6411415311,7450351796251580927,shantiempire,Shanti,Photography,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
1052668548,-7409382958741087105,Crypto_castro01,Ray,Castro 📉,2164413689,Based ShibaInu News,False,False,regular,active,2025-05-15 01:06:48
